destination,country,description,category,average_cost,weather,activities,image_url
Thessaloniki,Greece,"Segunda ciudad del país con historia, gastronomía y costa",Cultural,1121.48,Templado,"Museos, vida nocturna",https://plus.unsplash.com/premium_photo-1661948398544-385ffa745b48
Heraklion,Greece,"Puerto principal de Creta, puerta a playas y sitios arqueológicos",Aventura,1138.61,Cálido,"Playa, arqueología, gastronomía, food tours",https://images.unsplash.com/photo-1660806886383-d8558af05201
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Aventura,2036.29,Frío,"Geiseres, termas, excursiones, shopping",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Cultural,2175.64,Templado,"Museos, gastronomía",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
Lyon,France,Centro gastronómico y patrimonial con barrios medievales y riberas del Ródano,Urbano,1288.28,Templado,"Gastronomía, paseos a pie, museos, local museums",https://images.unsplash.com/photo-1602087594298-706ccc894bfd
Marseille,France,"Puerto mediterráneo con mezcla cultural, mercados y costa",Cultural,1007.54,Cálido,"Playas, puerto viejo, gastronomía, shopping",https://images.unsplash.com/photo-1739353190153-f857475cf242
Nice,France,"Destino en la Riviera con paseo marítimo, playas y clima suave",Cultural,1639.62,Cálido,"Playas, paseos, museos, shopping",https://images.unsplash.com/photo-1643914729809-4aa59fdc4c17
Bordeaux,France,Región vinícola famosa por sus bodegas y arquitectura del siglo XVIII,Cultural,1200.98,Templado,"Visitas a bodegas, gastronomía, arquitectura, local museums",https://images.unsplash.com/photo-1655574282152-8f3fbdfa8da4
Rome,Italy,Centro histórico con arquitectura milenaria y gastronomía reconocida,Histórico,1858.78,Templado,"Ruinas, museos, recorridos guiados, photo spots",https://images.unsplash.com/photo-1552832230-c0197dd311b5
Venice,Italy,Ciudad única construida sobre canales con gran atractivo turístico,Cultural,1652.2,Templado,"museos, tours históricos",https://plus.unsplash.com/premium_photo-1661963047742-dabc5a735357
Florence,Italy,Capital del Renacimiento y una de las ciudades más artísticas de Europa,Cultural,1746.95,Templado,"Museos, galerías, arquitectura, food tours",https://images.unsplash.com/photo-1476362174823-3a23f4aa6d76
Milan,Italy,Centro financiero y de la moda con catedrales y shopping de alto nivel,Urbano,1177.99,Templado,"arquitectura, gastronomía",https://images.unsplash.com/photo-1667020938802-2a2394842adf
Naples,Italy,"Ciudad histórica junto al Vesubio, puerta a Pompeya y la costa amalfitana",Histórico,1259.9,Cálido,"Ruinas, gastronomía, paseos costeros, adventure park",https://images.unsplash.com/photo-1612698093158-e07ac200d44e
Barcelona,Spain,Ciudad mediterránea con arquitectura única y vida nocturna activa,Naturaleza,1707.0,Cálido,"Playas, arte",https://images.unsplash.com/photo-1464790719320-516ecd75af6c
Madrid,Spain,"Capital de España con museos, parques y un ambiente moderno",Urbano,1216.93,Templado,"Museos, gastronomía, recorridos urbanos, adventure park",https://images.unsplash.com/photo-1543783207-ec64e4d95325
Seville,Spain,"Corazón andaluz con palacios, flamenco y casco histórico atractivo",Familiar,1499.24,Cálido,"Palacios, flamenco, recorridos a pie, shopping",https://images.unsplash.com/photo-1656596297359-7cfc62018427
Valencia,Spain,"Ciudad costera con arquitectura moderna, playas y paella tradicional",Familiar,1372.33,Cálido,"Playas, gastronomía, ciencia y arte, shopping",https://plus.unsplash.com/premium_photo-1697729417574-e41f0c327665
Granada,Spain,Ciudad andaluza con la Alhambra y barrios históricos sobre la sierra,Histórico,1248.32,Templado,"Palacios, senderismo, gastronomía, photo spots",https://images.unsplash.com/photo-1564740603199-5f56138c6679
Berlin,Germany,Ciudad moderna con historia reciente y vibrante vida cultural,Cultural,1646.47,Frío,"tours históricos, música",https://images.unsplash.com/photo-1528728329032-2972f65dfb3f
Munich,Germany,"Ciudad tradicional bávara, famosa por su arquitectura y festivales",Cultural,1291.41,Frío,"Museos, cervecerías, recorridos, adventure park",https://images.unsplash.com/photo-1649609765902-254a227dc960
Hamburg,Germany,"Puerto importante con canales, vida cultural y música",Urbano,1707.24,Frío,"Paseos por el puerto, museos, conciertos, shopping",https://images.unsplash.com/photo-1685113349417-2f2e20a94782
Cologne,Germany,Ciudad histórica a orillas del Rin con catedral gótica imponente,Histórico,1168.21,Frío,"Catedral, museos, paseos en barco, adventure park",https://images.unsplash.com/photo-1722722864801-962b94fbb715
Frankfurt,Germany,Centro financiero con rascacielos y buenos enlaces para negocios,Urbano,1545.71,Frío,"Negocios, gastronomía",https://images.unsplash.com/photo-1650024001493-1c060d666102
Amsterdam,Netherlands,Ciudad de canales con un ambiente relajado y museos importantes,Urbano,1344.71,Frío,"Museos, paseos en bicicleta, adventure park",https://images.unsplash.com/photo-1745600117455-d93609ff9fbd
Rotterdam,Netherlands,Puerto moderno con arquitectura contemporánea y vida cultural activa,Urbano,1467.57,Frío,"Arquitectura, museos",https://plus.unsplash.com/premium_photo-1716296465623-75be56e8036d
Utrecht,Netherlands,Ciudad universitaria con canales tranquilos y patrimonio medieval,Cultural,1355.07,Frío,"Paseos, museos",https://plus.unsplash.com/premium_photo-1694475538376-606f114e0853
The Hague,Netherlands,Sede de instituciones internacionales y playas cercanas,Familiar,1714.87,Frío,"Instituciones, playas, museos, adventure park",https://images.unsplash.com/photo-1594477778796-48c808b4c443
Maastricht,Netherlands,"Ciudad histórica en el sur, famosa por su centro peatonal y gastronomía",Aventura,1263.46,Templado,"gastronomía, festivales",https://images.unsplash.com/photo-1682285323616-b1f6ab16b96b
Brussels,Belgium,Ciudad multicultural con arquitectura clásica y excelente gastronomía,Relax,1676.24,Frío,"Museos, chocolates, tours, adventure park",https://images.unsplash.com/photo-1575845664732-ee40fdc525a3
Tokyo,Japan,Megaciudad tecnológica con tradición cultural milenaria,Urbano,1799.27,Templado,"Museos, templos",https://images.unsplash.com/photo-1549693578-d683be217e58
Kyoto,Japan,"Capital cultural de Japón, famosa por templos, jardines y tradiciones",Cultural,1636.98,Templado,"Templos, jardines, ceremonias, photo spots",https://images.unsplash.com/photo-1545569341-9eb8b30979d9
Osaka,Japan,Ciudad moderna llena de gastronomía y entretenimiento,Cultural,1909.61,Templado,"Compras, parques, museos, food tours",https://images.unsplash.com/photo-1542210940661-5f91cb7afe02
Hiroshima,Japan,Ciudad histórica conocida por su memorial de la paz y cultura contemporánea,Histórico,1267.96,Templado,"memoriales, gastronomía",https://images.unsplash.com/photo-1669777776138-0cabf8027f37
Sapporo,Japan,"Capital de Hokkaido, famosa por nieve, cerveza y festivales de invierno",Aventura,1483.9,Frío,"Festivales, esquí, gastronomía local, food tours",https://plus.unsplash.com/premium_photo-1724593825200-39731dcdacf8
Seoul,South Korea,"Ciudad moderna con cultura pop, tecnología y palacios históricos",Urbano,1859.23,Frío,"Compras, templos, gastronomía, shopping",https://images.unsplash.com/photo-1506816561089-5cc37b3aa9b0?
Busan,South Korea,Ciudad costera famosa por playas y mercados tradicionales,Playa,1606.48,Cálido,"senderismo, mercados",https://plus.unsplash.com/premium_photo-1661886360250-87b18410aefd
Daegu,South Korea,"Ciudad con tradición textil, festivales culturales y mercados locales",Urbano,1093.49,Templado,"Mercados, festivales",https://images.unsplash.com/photo-1663670889635-0aabebf112ba
Incheon,South Korea,Importante puerto y hub cercano a Seúl con ocio y playas urbanas,Urbano,1197.77,Templado,"Playas, gastronomía",https://images.unsplash.com/photo-1641773861272-d2ce368924bc
Jeju,South Korea,"Isla volcánica con paisajes naturales, cascadas y playas volcánicas",Aventura,1765.56,Templado,"Senderismo, playas",https://images.unsplash.com/photo-1701178086825-c1ca5fab2f34
Bangkok,Thailand,"Ciudad vibrante con templos, mercados nocturnos y gastronomía",Cultural,1120.94,Tropical,"Templos, compras, gastronomía, shopping",https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9
Phuket,Thailand,Isla tropical famosa por playas y actividades acuáticas,Playa,1247.47,Tropical,"Playas, paseos en barco",https://images.unsplash.com/photo-1507525428034-b723cf961d3e
Bali,Indonesia,"Isla paradisíaca con playas, templos y naturaleza exuberante",Playa,1761.03,Tropical,"Surf, templos, senderismo, shopping",https://plus.unsplash.com/premium_photo-1677829177642-30def98b0963
Singapore,Singapore,"Ciudad-estado moderna, organizada y multicultural",Urbano,1778.41,Tropical,"Compras, parques",https://plus.unsplash.com/premium_photo-1697730373939-3ebcaa9d295e
Sydney,Australia,Ciudad costera famosa por la Opera House y sus playas,Urbano,2154.88,Templado,"Playas, parques, museos, photo spots",https://plus.unsplash.com/premium_photo-1697730221799-f2aa87ab2c5d
Melbourne,Australia,Ciudad cultural con excelente calidad de vida y arte urbano,Urbano,1832.9,Templado,"Museos, cafés, galerías, local museums",https://plus.unsplash.com/premium_photo-1733338816344-1a21444a646f
Auckland,New Zealand,"Ciudad rodeada de naturaleza, volcanes y actividades al aire libre",Aventura,2673.32,Templado,"tours, navegación",https://images.unsplash.com/photo-1507699622108-4be3abd695ad
Toronto,Canada,"Ciudad multicultural con museos, parques y vida urbana activa",Urbano,1406.89,Frío,"Museos, parques, gastronomía, food tours",https://plus.unsplash.com/premium_photo-1694475481348-7cbe417be129
Vancouver,Canada,"Ciudad costera rodeada de montañas, ideal para actividades al aire libre",Aventura,1724.78,Frío,"Senderismo, esquí",https://images.unsplash.com/photo-1506811238036-c14a9b4e0a83
New York,USA,"Ciudad icónica con rascacielos, museos y amplia vida cultural",Urbano,2175.94,Frío,"Museos, espectáculos",https://plus.unsplash.com/premium_photo-1714051660720-888e8454a021
Los Angeles,USA,"Ciudad costera con clima cálido, playas y entretenimiento",Playa,1612.22,Cálido,"Playas, tours, gastronomía, local museums",https://images.unsplash.com/photo-1597982087634-9884f03198ce
Miami,USA,Destino playero internacional con vida nocturna y clima tropical,Playa,1904.23,Tropical,"Playas, compras, gastronomía, food tours",https://plus.unsplash.com/premium_photo-1697730215093-baeae8060bfe
San Francisco,USA,"Ciudad costera con puente icónico, colinas y escena tecnológica",Cultural,1904.96,Templado,"Puente, barrios",https://images.unsplash.com/photo-1597388708659-93999d38d96a
Chicago,USA,Ciudad con bastantes edificios y vida cultural activa,Urbano,1231.03,Frío,Arquitectura,https://images.unsplash.com/photo-1706020117675-0cfade6b45bd
Cusco,Peru,Capital histórica del imperio Inca y puerta a Machu Picchu,Histórico,1079.66,Frío,"trekking, cultura",https://images.unsplash.com/photo-1526392060635-9d6019884377
Lima,Peru,Capital gastronómica de Sudamérica con clima templado y costa,Cultural,1277.7,Templado,"museos, playas",https://images.unsplash.com/photo-1577587230708-187fdbef4d91
Arequipa,Peru,Ciudad colonial rodeada de volcanes y arquitectura con sillar blanco,Histórico,770.28,Templado,"City tours, museos, trekking, shopping",https://plus.unsplash.com/premium_photo-1697730225889-8d7fccad86a2
Trujillo,Peru,Ciudad costera norteña con patrimonio colonial y Huacas precolombinas,Cultural,874.73,Templado,"Sitios arqueológicos, playas, gastronomía, local museums",https://plus.unsplash.com/premium_photo-1697730089767-45e915ef27f9
Iquitos,Peru,Puerta de entrada a la Amazonía peruana con eco-turismo fluvial,Aventura,901.37,Tropical,"Excursiones en la selva, fauna, mercados, shopping",https://images.unsplash.com/photo-1588837276720-2d2c1de8d05f?
Buenos Aires,Argentina,Capital vibrante con cultura europea y vida nocturna activa,Urbano,1068.77,Templado,"Museos, tango, recorridos urbanos, food tours",https://plus.unsplash.com/premium_photo-1697729901052-fe8900e24993
Rio de Janeiro,Brazil,"Ciudad tropical famosa por playas, samba y el Cristo Redentor",Cultural,1856.45,Tropical,"Playas, senderismo",https://plus.unsplash.com/premium_photo-1671211307997-f4f552b0601c
São Paulo,Brazil,A beautiful place to enjoy compras and experience cold weather.,Aventura,5199.89,Tropical,escalada,https://images.unsplash.com/photo-1554168848-228452c09d60
Santiago,Chile,Capital moderna rodeada de montañas y viñedos,Urbano,1373.33,Templado,"Viñedos, museos, senderismo, adventure park",https://images.unsplash.com/photo-1689850543263-01a52ccc6943
Cape Town,South Africa,"Ciudad costera con montañas, playas y vida silvestre",Aventura,1973.92,Templado,"Playas, senderismo",https://images.unsplash.com/photo-1649148389196-51743eafef3f
Cairo,Egypt,"Ciudad histórica con pirámides, museos y mercado tradicional",Histórico,1335.87,Cálido,"Pirámides, museos, tours, shopping",https://images.unsplash.com/photo-1626692880062-35c360fb6afc
Giza,Egypt,"Ubicación de las famosas pirámides y la Esfinge, a las afueras de El Cairo",Histórico,1205.83,Cálido,"Pirámides, visitas arqueológicas, paseos en camello, photo spots",https://images.unsplash.com/photo-1666136242373-f060fff09729
Luxor,Egypt,Antigua Tebas con templos y el Valle de los Reyes,Histórico,1556.33,Cálido,"Templos, tumbas",https://plus.unsplash.com/premium_photo-1661962355663-2a435ccf844d
Aswan,Egypt,"Tranquila ciudad del sur con represa, templos y acceso al Nilo",Cultural,987.36,Cálido,"Paseos por el Nilo, templos",https://plus.unsplash.com/premium_photo-1694475193074-914ee0eb7308
Alexandria,Egypt,Puerto mediterráneo con historia greco-romana y bibliotecas,Cultural,1100.74,Cálido,"Museos, costa, patrimonio, adventure park",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847
Dubai,United Arab Emirates,"Ciudad futurista con desierto, rascacielos y lujo",Urbano,2244.11,Cálido,"Compras, desierto, tours, shopping",https://images.unsplash.com/photo-1512453979798-5ea266f8880c
Marrakech,Morocco,"Ciudad tradicional famosa por mercados, arquitectura y desierto",Cultural,1125.42,Cálido,"Mercados, palacios, tours, shopping",https://images.unsplash.com/photo-1624805098931-098c0d918b34
Athens,Greece,Ciudad histórica con ruinas antiguas y clima mediterráneo,Histórico,1486.23,Cálido,"Ruinas, museos, gastronomía, shopping",https://images.unsplash.com/photo-1603565816030-6b389eeb23cb
Santorini,Greece,"Isla volcánica famosa por sus vistas, playas y arquitectura blanca",Playa,1439.78,Cálido,"Playas, tours en barco",https://images.unsplash.com/photo-1688664562000-4c1f7cdb48f8
Mykonos,Greece,"Isla conocida por playas, vida nocturna y arquitectura cicládica",Playa,1894.42,Cálido,"Playas, vida nocturna",https://images.unsplash.com/photo-1601581875309-fafbf2d3ed3a
Thessaloniki,Greece,"Segunda ciudad del país con historia, gastronomía y costa",Cultural,1301.8,Templado,"Museos, paseos",https://plus.unsplash.com/premium_photo-1661948398544-385ffa745b48
Heraklion,Greece,"Puerto principal de Creta, puerta a playas y sitios arqueológicos",Cultural,1383.52,Cálido,"Playa, arqueología, gastronomía, photo spots",https://images.unsplash.com/photo-1660806886383-d8558af05201
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Naturaleza,2549.45,Frío,"Geiseres, termas",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Cultural,1887.38,Templado,"Museos, gastronomía",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
